Name,Reference,Description,Owner,Documents,Controls
IA-02.E09 Identification And Authentication (Organizational Users) | Network Access To Non-Privileged Accounts - Replay Resistant,IA-2.E09 EVIDENCE,IA-2.E09 EVIDENCE,Badhan S. Mandal,IA-2.E09 EVIDENCE.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.E09 Identification And Authentication (Organizational Users) | Network Access To Non-Privileged Accounts - Replay Resistant"
IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device,VAM System Boundary,VAM System Boundary,Badhan S. Mandal,VAM System Boundary.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device"
IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device,FIPS 201-1,FIPS 201-1,Badhan S. Mandal,nist.fips.201-2 (1).pdf,"Survey - 3-2 Identification and Authentication, question - IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device"
IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device,IA-2.E11_VPN_Evidence,IA-2.E11_VPN_Evidence,Badhan S. Mandal,IA-2.E11_VPN_Evidence.docx,"Survey - 3-2 Identification and Authentication, question - IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device"
IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device,IA-2.E11_evidence_(2FA_enforcement_for_VPN),IA-2.E11_evidence_(2FA_enforcement_for_VPN),Badhan S. Mandal,IA-2.E11_evidence_(2FA_enforcement_for_VPN).png,"Survey - 3-2 Identification and Authentication, question - IA-02.E11 Identification And Authentication (Organizational Users) | Remote Access - Separate Device"
IA-02.E12 Identification And Authentication (Organizational Users) | Acceptance Of Piv Credentials,IA-02.E12_PIV_Logon_Screen,IA-02.E12_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 Identification and Authentication, question - IA-02.E12 Identification And Authentication (Organizational Users) | Acceptance Of Piv Credentials"
IA-03.1 Device Identification And Authentication,IA-2_VistA_Login_Screenshot_-_Text,IA-2_VistA_Login_Screenshot_-_Text,Badhan S. Mandal,IA-2_VistA_Login_Screenshot_-_Text.docx,"Survey - 3-2 Identification and Authentication, question - IA-03.1 Device Identification And Authentication"
IA-03.1 Device Identification And Authentication,IA-02_PIV_Logon_Screen,IA-02_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 Identification and Authentication, question - IA-03.1 Device Identification And Authentication"
IA-03.1 Device Identification And Authentication,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 Identification and Authentication, question - IA-03.1 Device Identification And Authentication"
IA-04.1 Identifier Management,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-04.1 Identifier Management"
IA-04.1 Identifier Management,IA-4_Identifier_Management,IA-4_Identifier_Management,Badhan S. Mandal,IA-4_Identifier_Management.JPG,"Survey - 3-2 Identification and Authentication, question - IA-04.1 Identifier Management"
IA-05.1 Authenticator Management,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-05.1 Authenticator Management"
IA-05.1 Authenticator Management,IA-02_PIV_Logon_Screen,IA-02_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 Identification and Authentication, question - IA-05.1 Authenticator Management"
IA-05.1 Authenticator Management,"OIS_Memo_-_Mandatory_Use_of_PIV_-_VAIQ_7613595_June_30,_2015","OIS_Memo_-_Mandatory_Use_of_PIV_-_VAIQ_7613595_June_30,_2015",Badhan S. Mandal,"OIS_Memo_-_Mandatory_Use_of_PIV_-_VAIQ_7613595_June_30,_2015.pdf","Survey - 3-2 Identification and Authentication, question - IA-05.1 Authenticator Management"
IA-05.E01 Authenticator Management | Password-Based Authentication,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-05.E01 Authenticator Management | Password-Based Authentication"
IA-05.E01 Authenticator Management | Password-Based Authentication,"OIS_Memo_-_Mandatory_Use_of_PIV_-_VAIQ_7613595_June_30,_2015,","OIS_Memo_-_Mandatory_Use_of_PIV_-_VAIQ_7613595_June_30,_2015,",Badhan S. Mandal,"OIS_Memo_-_Mandatory_Use_of_PIV_-_VAIQ_7613595_June_30,_2015.pdf","Survey - 3-2 Identification and Authentication, question - IA-05.E01 Authenticator Management | Password-Based Authentication"
IA-05.E01 Authenticator Management | Password-Based Authentication,IA-02_PIV_Logon_Screen,IA-02_PIV_Logon_Screen,Badhan S. Mandal,IA-02_PIV_Logon_Screen.jpg,"Survey - 3-2 Identification and Authentication, question - IA-05.E01 Authenticator Management | Password-Based Authentication"
IA-05.E02 Authenticator Management | Pki-Based Authentication,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-05.E02 Authenticator Management | Pki-Based Authentication"
IA-05.E03 Authenticator Management | In-Person Or Trusted Third-Party Registration,NIST.SP.800-63a,NIST.SP.800-63a,Badhan S. Mandal,NIST.SP.800-63a.pdf,"Survey - 3-2 Identification and Authentication, question - IA-05.E03 Authenticator Management | In-Person Or Trusted Third-Party Registration"
IA-05.E03 Authenticator Management | In-Person Or Trusted Third-Party Registration,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-05.E03 Authenticator Management | In-Person Or Trusted Third-Party Registration"
IA-05.E03 Authenticator Management | In-Person Or Trusted Third-Party Registration,IA-05.E03-ScreenShotForm0711,IA-05.E03-ScreenShotForm0711,Badhan S. Mandal,IA-05.E03-ScreenShotForm0711.docx,"Survey - 3-2 Identification and Authentication, question - IA-05.E03 Authenticator Management | In-Person Or Trusted Third-Party Registration"
IA-05.E11 Authenticator Management | Hardware Token-Based Authentication,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 Identification and Authentication, question - IA-05.E11 Authenticator Management | Hardware Token-Based Authentication"
IA-05.E11 Authenticator Management | Hardware Token-Based Authentication,NIST.SP.800-63a,NIST.SP.800-63a,Badhan S. Mandal,NIST.SP.800-63a.pdf,"Survey - 3-2 Identification and Authentication, question - IA-05.E11 Authenticator Management | Hardware Token-Based Authentication"
IA-06.1 Authenticator Feedback,VAM_SDD_Document_NEW,VAM_SDD_Document_NEW,Badhan S. Mandal,VAM_SDD_Document_NEW.docx,"Survey - 3-2 Identification and Authentication, question - IA-06.1 Authenticator Feedback"
IA-06.1 Authenticator Feedback,IA-6.1_screen_shot_authenticator feedback,IA-6.1_screen_shot_authenticator feedback,Badhan S. Mandal,IA-6.1_screen_shot_authenticator feedback.png,"Survey - 3-2 Identification and Authentication, question - IA-06.1 Authenticator Feedback"
IA-06.1 Authenticator Feedback,IA-6_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013,Multifactor tokens are used to authenticate sysadmins who log into the NSOC LAN and also Cisco TACACS authentication is used and is not subject to eavesdropping.,Badhan S. Mandal,IA-6_NSOC_LAN_Diagrams_and_Security_Controls_Descriptions_-_Sept_2013.docx,"Survey - 3-2 Identification and Authentication, question - IA-06.1 Authenticator Feedback"
IA-07.1 Cryptographic Module Authentication,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Identification and Authentication, question - IA-07.1 Cryptographic Module Authentication"
IA-08.1 Identification And Authentication (Non-Organizational Users),IA-8_NotApplicable,IA-8_NotApplicable,Badhan S. Mandal,IA-8_NotApplicable.docx,"Survey - 3-2 Identification and Authentication, question - IA-08.1 Identification And Authentication (Non-Organizational Users)"
IA-08.E01 Identification And Authentication (Non-Organizational Users) | Acceptance Of Piv Credentials From Other Agencies,Inherited from VA EO,This control is inherited from the VA.,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Identification and Authentication, question - IA-08.E01 Identification And Authentication (Non-Organizational Users) | Acceptance Of Piv Credentials From Other Agencies"
IA-08.E02 Identification And Authentication (Non-Organizational Users) | Acceptance Of Third-Party Credentials,1_VAEC_AWS_SSP_25Apr2018,1_VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Identification and Authentication, question - IA-08.E02 Identification And Authentication (Non-Organizational Users) | Acceptance Of Third-Party Credentials"
IA-08.E03 Identification And Authentication (Non-Organizational Users) | Use Of Ficam-Approved Products,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Identification and Authentication, question - IA-08.E03 Identification And Authentication (Non-Organizational Users) | Use Of Ficam-Approved Products"
IA-08.E04 Identification And Authentication (Non-Organizational Users) | Use Of Ficam-Issued Profiles,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Identification and Authentication, question - IA-08.E04 Identification And Authentication (Non-Organizational Users) | Use Of Ficam-Issued Profiles"
IR-01.1 Incident Response Policy And Procedures,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Incident Response, question - IR-01.1 Incident Response Policy And Procedures"
IR-01.1 Incident Response Policy And Procedures,VAM_IR_Policy_Procedures,VAM_IR_Policy_Procedures,Badhan S. Mandal,VAM_IR_Policy_Procedures.docx,"Survey - 3-2 Incident Response, question - IR-01.1 Incident Response Policy And Procedures"
IR-01.1 Incident Response Policy And Procedures,"VA Handbook 6500, Appendix F.","VA Handbook 6500, Appendix F.",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Incident Response, question - IR-01.1 Incident Response Policy And Procedures"
IR-01.1 Incident Response Policy And Procedures,VAM IRP_V_1.0_Unsigned,VAM IRP_V_1.0_Unsigned,Badhan S. Mandal,VAM IRP_V_1.0_Unsigned.docx,"Survey - 3-2 Incident Response, question - IR-01.1 Incident Response Policy And Procedures"
IR-02.1 Incident Response Training,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-02.1 Incident Response Training"
IR-02.1 Incident Response Training,Inherited from the VA NSOC,Inherited from the VA NSOC,Badhan S. Mandal,Inherited from the VA NSOC.docx,"Survey - 3-2 Incident Response, question - IR-02.1 Incident Response Training"
IR-02.1 Incident Response Training,IR-02.1-TMS_Course_10176_Incident_Response_Training,IR-02.1-TMS_Course_10176_Incident_Response_Training,Badhan S. Mandal,IR-02.1-TMS_Course_10176_Incident_Response_Training.pdf,"Survey - 3-2 Incident Response, question - IR-02.1 Incident Response Training"
IR-02.1 Incident Response Training,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-02.1 Incident Response Training"
IR-02.1 Incident Response Training,VAM IRP_V_1.0_Unsigned,VAM IRP_V_1.0_Unsigned,Badhan S. Mandal,VAM IRP_V_1.0_Unsigned.docx,"Survey - 3-2 Incident Response, question - IR-02.1 Incident Response Training"
IR-02.E01 Incident Response Training | Simulated Events,IR-02.E01- TMS_Course_10176_General_Rules_Incidents,IR-02.E01- TMS_Course_10176_General_Rules_Incidents,Badhan S. Mandal,IR-02.E01- TMS_Course_10176_General_Rules_Incidents.png,"Survey - 3-2 Incident Response, question - IR-02.E01 Incident Response Training | Simulated Events"
IR-02.E01 Incident Response Training | Simulated Events,IR-02.E01-TMS_Course_10176_Exercise_Caution_to_Prevent_Incidents,IR-02.E01-TMS_Course_10176_Exercise_Caution_to_Prevent_Incidents,Badhan S. Mandal,IR-02.E01-TMS_Course_10176_Exercise_Caution_to_Prevent_Incidents.png,"Survey - 3-2 Incident Response, question - IR-02.E01 Incident Response Training | Simulated Events"
IR-02.E02 Incident Response Training | Automated Training Environments,IR-02.E01-TMS_Course_10176_Exercise_Caution_to_Prevent_Incidents,IR-02.E01-TMS_Course_10176_Exercise_Caution_to_Prevent_Incidents,Badhan S. Mandal,IR-02.E01-TMS_Course_10176_Exercise_Caution_to_Prevent_Incidents.png,"Survey - 3-2 Incident Response, question - IR-02.E02 Incident Response Training | Automated Training Environments"
IR-02.E02 Incident Response Training | Automated Training Environments,IR-02.E01- TMS_Course_10176_General_Rules_Incidents,IR-02.E01- TMS_Course_10176_General_Rules_Incidents,Badhan S. Mandal,IR-02.E01- TMS_Course_10176_General_Rules_Incidents.png,"Survey - 3-2 Incident Response, question - IR-02.E02 Incident Response Training | Automated Training Environments"
IR-03.1 Incident Response Testing,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-03.1 Incident Response Testing"
IR-03.1 Incident Response Testing,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-03.1 Incident Response Testing"
IR-03.E02 Incident Response Testing | Coordination With Related Plans,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-03.E02 Incident Response Testing | Coordination With Related Plans"
IR-04.1 Incident Handling,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Incident Response, question - IR-04.1 Incident Handling"
IR-04.1 Incident Handling,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-04.1 Incident Handling"
IR-04.1 Incident Handling,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-04.1 Incident Handling"
IR-04.E01 Incident Handling | Automated Incident Handling Processes,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-04.E01 Incident Handling | Automated Incident Handling Processes"
IR-04.E01 Incident Handling | Automated Incident Handling Processes,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-04.E01 Incident Handling | Automated Incident Handling Processes"
IR-04.E04 Incident Handling | Information Correlation,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-04.E04 Incident Handling | Information Correlation"
IR-04.E04 Incident Handling | Information Correlation,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-04.E04 Incident Handling | Information Correlation"
IR-05.1 Incident Monitoring,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Incident Response, question - IR-05.1 Incident Monitoring"
IR-05.1 Incident Monitoring,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-05.1 Incident Monitoring"
IR-05.1 Incident Monitoring,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-05.1 Incident Monitoring"
IR-05.E01 Incident Monitoring | Automated Tracking / Data Collection / Analysis,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-05.E01 Incident Monitoring | Automated Tracking / Data Collection / Analysis"
IR-05.E01 Incident Monitoring | Automated Tracking / Data Collection / Analysis,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-05.E01 Incident Monitoring | Automated Tracking / Data Collection / Analysis"
IR-06.1 Incident Reporting,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-06.1 Incident Reporting"
IR-06.1 Incident Reporting,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-06.1 Incident Reporting"
IR-06.1 Incident Reporting,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Incident Response, question - IR-06.1 Incident Reporting"
IR-06.E01 Incident Reporting | Automated Reporting,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-06.E01 Incident Reporting | Automated Reporting"
IR-07.1 Incident Response Assistance,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-07.1 Incident Response Assistance"
IR-07.1 Incident Response Assistance,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-07.1 Incident Response Assistance"
IR-07.1 Incident Response Assistance,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Incident Response, question - IR-07.1 Incident Response Assistance"
IR-07.E01 Incident Response Assistance | Automation Support For Availability Of Information / Support,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-07.E01 Incident Response Assistance | Automation Support For Availability Of Information / Support"
IR-08.1 Incident Response Plan,IR_Incident_Response_SOP,IR_Incident_Response_SOP,Badhan S. Mandal,IR_Incident_Response_SOP.pdf,"Survey - 3-2 Incident Response, question - IR-08.1 Incident Response Plan"
IR-08.1 Incident Response Plan,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed,Badhan S. Mandal,NSOC_6450.001_VA_NSOC_LAN_Incident_Response_Plan_Signed.pdf,"Survey - 3-2 Incident Response, question - IR-08.1 Incident Response Plan"
IR-08.1 Incident Response Plan,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Incident Response, question - IR-08.1 Incident Response Plan"
IR-08.1 Incident Response Plan,VAM IRP_V_1.0_Unsigned,VAM IRP_V_1.0_Unsigned,Badhan S. Mandal,VAM IRP_V_1.0_Unsigned.docx,"Survey - 3-2 Incident Response, question - IR-08.1 Incident Response Plan"
MA-01.1 System Maintenance Policy And Procedures,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Maintenance, question - MA-01.1 System Maintenance Policy And Procedures"
MA-01.1 System Maintenance Policy And Procedures,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-01.1 System Maintenance Policy And Procedures"
MA-01.1 System Maintenance Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Maintenance, question - MA-01.1 System Maintenance Policy And Procedures"
MA-01.1 System Maintenance Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Maintenance, question - MA-01.1 System Maintenance Policy And Procedures"
MA-01.1 System Maintenance Policy And Procedures,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-01.1 System Maintenance Policy And Procedures"
MA-02.1 Controlled Maintenance,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-02.1 Controlled Maintenance"
MA-02.1 Controlled Maintenance,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-02.1 Controlled Maintenance"
MA-02.E02 Controlled Maintenance | Automated Maintenance Activities,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-02.E02 Controlled Maintenance | Automated Maintenance Activities"
MA-02.E02 Controlled Maintenance | Automated Maintenance Activities,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-02.E02 Controlled Maintenance | Automated Maintenance Activities"
MA-03.1 Maintenance Tools,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-03.1 Maintenance Tools"
MA-03.1 Maintenance Tools,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-03.1 Maintenance Tools"
MA-03.E01 Maintenance Tools | Inspect Tools,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-03.E01 Maintenance Tools | Inspect Tools"
MA-03.E01 Maintenance Tools | Inspect Tools,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-03.E01 Maintenance Tools | Inspect Tools"
MA-03.E02 Maintenance Tools | Inspect Media,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-03.E02 Maintenance Tools | Inspect Media"
MA-03.E02 Maintenance Tools | Inspect Media,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-03.E02 Maintenance Tools | Inspect Media"
MA-03.E03 Maintenance Tools | Prevent Unauthorized Removal,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-03.E03 Maintenance Tools | Prevent Unauthorized Removal"
MA-03.E03 Maintenance Tools | Prevent Unauthorized Removal,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-03.E03 Maintenance Tools | Prevent Unauthorized Removal"
MA-04.1 Nonlocal Maintenance,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-04.1 Nonlocal Maintenance"
MA-04.1 Nonlocal Maintenance,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-04.1 Nonlocal Maintenance"
MA-04.E02 Nonlocal Maintenance | Document Nonlocal Maintenance,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Maintenance, question - MA-04.E02 Nonlocal Maintenance | Document Nonlocal Maintenance"
MA-04.E02 Nonlocal Maintenance | Document Nonlocal Maintenance,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-04.E02 Nonlocal Maintenance | Document Nonlocal Maintenance"
MA-04.E03 Nonlocal Maintenance | Comparable Security / Sanitization,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Maintenance, question - MA-04.E03 Nonlocal Maintenance | Comparable Security / Sanitization"
MA-04.E03 Nonlocal Maintenance | Comparable Security / Sanitization,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-04.E03 Nonlocal Maintenance | Comparable Security / Sanitization"
MA-05.1 Maintenance Personnel,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-05.1 Maintenance Personnel"
MA-05.1 Maintenance Personnel,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-05.1 Maintenance Personnel"
