mpog_concept_type_description,concept_desc,mpog_concept_type_id,mpog_concept_id
Intraoperative Medications (Administered Mixtures),DEXTROSE 50%,10,10153
Intraoperative Medications (Administered Mixtures),DIAZEPAM,10,10154
Intraoperative Medications (Administered Mixtures),DIGOXIN,10,10155
Intraoperative Medications (Administered Mixtures),DILTIAZEM,10,10157
Intraoperative Medications (Administered Mixtures),DILTIAZEM ER,10,10158
Intraoperative Medications (Administered Mixtures),DIMETHYL SULFOXIDE 50%,10,10159
Intraoperative Medications (Administered Mixtures),DIPHENHYDRAMINE,10,10160
Intraoperative Medications (Administered Mixtures),DIPYRIDAMOLE,10,10161
Intraoperative Medications (Administered Mixtures),DOBUTAMINE,10,10162
Intraoperative Medications (Administered Mixtures),DOCUSATE/SENNA 50/8.6,10,10163
Intraoperative Medications (Administered Mixtures),DOLASETRON,10,10164
Intraoperative Medications (Administered Mixtures),DOPAMINE,10,10165
Intraoperative Medications (Administered Mixtures),DORZOLAMIDE 2%,10,10166
Intraoperative Medications (Administered Mixtures),DOXACURIUM,10,10167
Intraoperative Medications (Administered Mixtures),DOXYCYCLINE,10,10168
Intraoperative Medications (Administered Mixtures),DROPERIDOL,10,10169
Intraoperative Medications (Administered Mixtures),EDROPHONIUM,10,10170
Intraoperative Medications (Administered Mixtures),EMLA CREAM,10,10171
Intraoperative Medications (Administered Mixtures),ENALAPRIL,10,10172
Intraoperative Medications (Administered Mixtures),ENOXAPARIN,10,10173
Intraoperative Medications (Administered Mixtures),ENTACAPONE,10,10174
Intraoperative Medications (Administered Mixtures),EPHEDRINE,10,10175
Intraoperative Medications (Administered Mixtures),EPINEPHRINE,10,10176
Intraoperative Medications (Administered Mixtures),EPTIFIBATIDE,10,10177
Intraoperative Medications (Administered Mixtures),ERTAPENEM,10,10178
Intraoperative Medications (Administered Mixtures),ERYTHROMYCIN 0.50%,10,10179
Intraoperative Medications (Administered Mixtures),ESMOLOL,10,10180
Intraoperative Medications (Administered Mixtures),ETHANOL 98%,10,10181
Intraoperative Medications (Administered Mixtures),ETHYL ALCOHOL 98%,10,10182
Intraoperative Medications (Administered Mixtures),ETOMIDATE,10,10183
Intraoperative Medications (Administered Mixtures),FAMOTIDINE,10,10184
Intraoperative Medications (Administered Mixtures),FENOLDOPAM,10,10185
Intraoperative Medications (Administered Mixtures),FENTANYL,10,10186
Intraoperative Medications (Administered Mixtures),FENTANYL/MIDAZOLAM 40 MCG/ML / 200MCG/ML,10,10187
Intraoperative Medications (Administered Mixtures),FEXOFENADINE,10,10188
Intraoperative Medications (Administered Mixtures),FEXOFENADINE/PSUEDOEPHEDRINE 60/120,10,10189
Intraoperative Medications (Administered Mixtures),FLUCONAZOLE,10,10190
Intraoperative Medications (Administered Mixtures),FLUMAZENIL,10,10191
Intraoperative Medications (Administered Mixtures),FLUOCINOLONE 0.025%,10,10192
Intraoperative Medications (Administered Mixtures),FLUORESCEIN 10%,10,10193
Intraoperative Medications (Administered Mixtures),FLUTICASONE / SALMETEROL 230/21,10,10194
Intraoperative Medications (Administered Mixtures),FOLIC ACID,10,10195
Intraoperative Medications (Administered Mixtures),FONDAPARINUX,10,10196
Intraoperative Medications (Administered Mixtures),FOSPHENYTOIN,10,10197
Intraoperative Medications (Administered Mixtures),FUROSEMIDE,10,10198
Intraoperative Medications (Administered Mixtures),GABAPENTIN,10,10199
Intraoperative Medications (Administered Mixtures),GANCICLOVIR,10,10200
Intraoperative Medications (Administered Mixtures),GATIFLOXACIN 0.30%,10,10201
Intraoperative Medications (Administered Mixtures),GENTAMICIN,10,10202
Intraoperative Medications (Administered Mixtures),GENTAMICIN 0.30%,10,10203
Intraoperative Medications (Administered Mixtures),GLUCAGON,10,10204
Intraoperative Medications (Administered Mixtures),GLYCERIN 99.50%,10,10205
Intraoperative Medications (Administered Mixtures),GLYCOPYRROLATE,10,10206
Intraoperative Medications (Administered Mixtures),GRAMICIDIN/NEOMYCIN/POLYMYXIN B,10,10207
Intraoperative Medications (Administered Mixtures),GRANISETRON,10,10208
Intraoperative Medications (Administered Mixtures),GUAIFENESIN,10,10209
Intraoperative Medications (Administered Mixtures),HALOPERIDOL,10,10210
Intraoperative Medications (Administered Mixtures),HEPARIN,10,10211
Intraoperative Medications (Administered Mixtures),HUMATE P,10,10212
Intraoperative Medications (Administered Mixtures),HYDRALAZINE,10,10213
Intraoperative Medications (Administered Mixtures),HYDROCHLOROTHIAZIDE,10,10214
Intraoperative Medications (Administered Mixtures),HYDROCHLOROTHIAZIDE/TRIAMTERENE 25/37.5,10,10215
Intraoperative Medications (Administered Mixtures),HYDROCORTISONE,10,10216
Intraoperative Medications (Administered Mixtures),HYDROCORTISONE CREAM/OINT 1%,10,10217
Intraoperative Medications (Administered Mixtures),HYDROMORPHONE,10,10219
Intraoperative Medications (Administered Mixtures),HYDROXYZINE,10,10220
Intraoperative Medications (Administered Mixtures),DIATRIZOIC SODIUM (HYPAQUE),10,10221
Intraoperative Medications (Administered Mixtures),IBUPROFEN,10,10222
Intraoperative Medications (Administered Mixtures),IMIPENEM,10,10224
Intraoperative Medications (Administered Mixtures),IMMUNE GLOBULIN,10,10225
Intraoperative Medications (Administered Mixtures),IMIPENEM/CILASTATIN,10,10226
Intraoperative Medications (Administered Mixtures),INDIGO CARMINE 0.8%,10,10227
Intraoperative Medications (Administered Mixtures),INDOCYANINE GREEN,10,10228
Intraoperative Medications (Administered Mixtures),INSULIN ASPART,10,10229
Intraoperative Medications (Administered Mixtures),INSULIN GLARGINE,10,10230
Intraoperative Medications (Administered Mixtures),INSULIN NOVOLIN,10,10231
Intraoperative Medications (Administered Mixtures),INSULIN NPH,10,10232
Intraoperative Medications (Administered Mixtures),INSULIN REGULAR,10,10233
Intraoperative Medications (Administered Mixtures),IPRATROPIUM,10,10234
Intraoperative Medications (Administered Mixtures),ISOPROTERENOL,10,10235
Intraoperative Medications (Administered Mixtures),ISOSORBIDE DINITRATE,10,10236
Intraoperative Medications (Administered Mixtures),ISOSULFAN BLUE 1%,10,10237
Intraoperative Medications (Administered Mixtures),KETAMINE,10,10238
Intraoperative Medications (Administered Mixtures),KETOROLAC,10,10239
Intraoperative Medications (Administered Mixtures),L-BUPIVACAINE 0.25%,10,10240
Intraoperative Medications (Administered Mixtures),L-BUPIVACAINE 0.50%,10,10241
Intraoperative Medications (Administered Mixtures),LABETALOL,10,10242
Intraoperative Medications (Administered Mixtures),LEPIRUDIN,10,10243
Intraoperative Medications (Administered Mixtures),LEVETIRACETAM,10,10244
Intraoperative Medications (Administered Mixtures),LEVOFLOXACIN,10,10245
Intraoperative Medications (Administered Mixtures),LEVOTHYROXINE,10,10246
Intraoperative Medications (Administered Mixtures),LIDOCAINE 0.5%,10,10247
Intraoperative Medications (Administered Mixtures),LIDOCAINE 1%,10,10248
Intraoperative Medications (Administered Mixtures),LIDOCAINE 1.5%,10,10249
Intraoperative Medications (Administered Mixtures),LIDOCAINE 2%,10,10250
Intraoperative Medications (Administered Mixtures),LIDOCAINE 3%,10,10251
Intraoperative Medications (Administered Mixtures),LIDOCAINE 4%,10,10252
Intraoperative Medications (Administered Mixtures),LIDOCAINE 5%,10,10253
Intraoperative Medications (Administered Mixtures),LIDOCAINE Aqueous 4%,10,10254
Intraoperative Medications (Administered Mixtures),LIDOCAINE CREAM 4%,10,10255
Intraoperative Medications (Administered Mixtures),LIDOCAINE CREAM / OINT 5%,10,10256
Intraoperative Medications (Administered Mixtures),LIDOCAINE VISCOUS 2%,10,10261
Intraoperative Medications (Administered Mixtures),LIDOCAINE/EPINEPHRINE 0.5%,10,10262
Intraoperative Medications (Administered Mixtures),LIDOCAINE/EPINEPHRINE 1%,10,10263
Intraoperative Medications (Administered Mixtures),LIDOCAINE/EPINEPHRINE 2%,10,10264
Intraoperative Medications (Administered Mixtures),LINEZOLID,10,10265
Intraoperative Medications (Administered Mixtures),LIPID EMULSION 10%,10,10266
Intraoperative Medications (Administered Mixtures),LIPID EMULSION 20%,10,10267
Intraoperative Medications (Administered Mixtures),LIPID EMULSION 30%,10,10268
Intraoperative Medications (Administered Mixtures),LISINOPRIL,10,10269
Intraoperative Medications (Administered Mixtures),LOPERAMIDE,10,10270
Intraoperative Medications (Administered Mixtures),LORAZEPAM,10,10272
Intraoperative Medications (Administered Mixtures),LOSARTAN,10,10273
Intraoperative Medications (Administered Mixtures),LEUPROLIDE,10,10274
Intraoperative Medications (Administered Mixtures),MAFENIDE 8.5%,10,10275
Intraoperative Medications (Administered Mixtures),MAGNESIUM SULFATE,10,10276
Intraoperative Medications (Administered Mixtures),MANNITOL,10,10278
Intraoperative Medications (Administered Mixtures),MEPERIDINE,10,10279
Intraoperative Medications (Administered Mixtures),MEPIVACAINE 1%,10,10280
Intraoperative Medications (Administered Mixtures),MEPIVACAINE 1.5%,10,10281
Intraoperative Medications (Administered Mixtures),MEPIVACAINE 2%,10,10282
Intraoperative Medications (Administered Mixtures),MEPIVACAINE W/ EPINEPHRINE 1.5% / 1:400,10,10283
Intraoperative Medications (Administered Mixtures),MEPIVACAINE W/ EPINEPHRINE 2% / 1:400,10,10284
Intraoperative Medications (Administered Mixtures),MEROPENEM,10,10285
Intraoperative Medications (Administered Mixtures),METAPROTERENOL,10,10286
Intraoperative Medications (Administered Mixtures),METARAMINOL,10,10287
Intraoperative Medications (Administered Mixtures),METAXALONE,10,10288
Intraoperative Medications (Administered Mixtures),METFORMIN,10,10289
Intraoperative Medications (Administered Mixtures),METHADONE,10,10290
Intraoperative Medications (Administered Mixtures),METHOCARBAMOL,10,10291
Intraoperative Medications (Administered Mixtures),METHOHEXITAL,10,10292
Intraoperative Medications (Administered Mixtures),METHYLDOPA,10,10293
Intraoperative Medications (Administered Mixtures),METHYLENE BLUE 1%,10,10294
Intraoperative Medications (Administered Mixtures),METHYLERGONOVINE,10,10295
Intraoperative Medications (Administered Mixtures),METHYLPREDNISOLONE,10,10296
Intraoperative Medications (Administered Mixtures),METOCLOPRAMIDE,10,10297
Intraoperative Medications (Administered Mixtures),METOPROLOL,10,10298
Intraoperative Medications (Administered Mixtures),METRONIDAZOLE,10,10299
Intraoperative Medications (Administered Mixtures),MIDAZOLAM,10,10301
Intraoperative Medications (Administered Mixtures),MILRINONE,10,10302
Intraoperative Medications (Administered Mixtures),MINOXIDIL,10,10303
Intraoperative Medications (Administered Mixtures),MISOPROSTOL,10,10304
Intraoperative Medications (Administered Mixtures),MIVACURIUM,10,10305
Intraoperative Medications (Administered Mixtures),MORPHINE,10,10306
Intraoperative Medications (Administered Mixtures),MORRHUATE SODIUM,10,10307
Intraoperative Medications (Administered Mixtures),MUPIROCIN 2%,10,10308
Intraoperative Medications (Administered Mixtures),MYCOPHENOLATE MOFETIL,10,10309
Intraoperative Medications (Administered Mixtures),NAFCILLIN,10,10310
Intraoperative Medications (Administered Mixtures),NALBUPHINE,10,10311
Intraoperative Medications (Administered Mixtures),NALOXONE,10,10312
Intraoperative Medications (Administered Mixtures),NEOMYCIN/POLYMYXIN B/DEXAMETHASONE,10,10313
Intraoperative Medications (Administered Mixtures),NEOMYCIN/POLYMYXIN B SULFATE,10,10314
Intraoperative Medications (Administered Mixtures),NEOSTIGMINE,10,10315
Intraoperative Medications (Administered Mixtures),SODIUM PHOSPHATE,10,10316
Intraoperative Medications (Administered Mixtures),NICARDIPINE,10,10317
Intraoperative Medications (Administered Mixtures),NICOTINE PATCH,10,10318
Intraoperative Medications (Administered Mixtures),NIFEDIPINE,10,10319
Intraoperative Medications (Administered Mixtures),NIMODIPINE,10,10320
Intraoperative Medications (Administered Mixtures),NITROFURANTOIN,10,10321
Intraoperative Medications (Administered Mixtures),NITROGLYCERIN,10,10322
Intraoperative Medications (Administered Mixtures),NITROGLYCERIN PATCH,10,10324
Intraoperative Medications (Administered Mixtures),NITROPRUSSIDE,10,10325
Intraoperative Medications (Administered Mixtures),NOREPINEPHRINE,10,10326
Intraoperative Medications (Administered Mixtures),NORETHINDRONE-ETHINYL ESTRADIOL 1/0.35 mg,10,10327
Intraoperative Medications (Administered Mixtures),RECOMBINANT FACTOR VII,10,10328
Intraoperative Medications (Administered Mixtures),NYSTATIN CREAM,10,10330
Intraoperative Medications (Administered Mixtures),NYSTATIN POWDER,10,10331
Intraoperative Medications (Administered Mixtures),OCTREOTIDE,10,10332
Intraoperative Medications (Administered Mixtures),OCULAR LUBRICANT,10,10333
Intraoperative Medications (Administered Mixtures),OFLOXACIN 0.3%,10,10334
Intraoperative Medications (Administered Mixtures),ONDANSETRON,10,10335
Intraoperative Medications (Administered Mixtures),OKT 3,10,10336
Intraoperative Medications (Administered Mixtures),OXACILLIN,10,10337
Intraoperative Medications (Administered Mixtures),OXYBUTYNIN,10,10338
Intraoperative Medications (Administered Mixtures),OXYCHLOROSENE,10,10340
Intraoperative Medications (Administered Mixtures),OXYCODONE,10,10341
Intraoperative Medications (Administered Mixtures),OXYMETAZOLINE HYDROCHLORIDE 0.05%,10,10342
Intraoperative Medications (Administered Mixtures),OXYTOCIN,10,10343
Intraoperative Medications (Administered Mixtures),PANCURONIUM,10,10344
Intraoperative Medications (Administered Mixtures),PANTOPRAZOLE,10,10345
Intraoperative Medications (Administered Mixtures),PAPAVERINE,10,10346
Intraoperative Medications (Administered Mixtures),PAROXETINE,10,10347
Intraoperative Medications (Administered Mixtures),PENICILLIN G POT,10,10348
Intraoperative Medications (Administered Mixtures),PENICILLIN VK,10,10349
Intraoperative Medications (Administered Mixtures),PHENAZOPYRIDINE,10,10350
Intraoperative Medications (Administered Mixtures),PHENOBARBITAL,10,10351
Intraoperative Medications (Administered Mixtures),PHENOXYBENZAMINE,10,10352
Intraoperative Medications (Administered Mixtures),PHENTOLAMINE MESYLATE,10,10353
Intraoperative Medications (Administered Mixtures),PHENYLEPHRINE,10,10354
Intraoperative Medications (Administered Mixtures),PHENYLEPHRINE 0.25%,10,10355
Intraoperative Medications (Administered Mixtures),PHENYLEPHRINE 0.50%,10,10356
Intraoperative Medications (Administered Mixtures),PHENYLEPHRINE 10%,10,10357
Intraoperative Medications (Administered Mixtures),PHENYLEPHRINE  2.5%,10,10358
Intraoperative Medications (Administered Mixtures),PHENYTOIN,10,10359
Intraoperative Medications (Administered Mixtures),PHYSOSTIGMINE,10,10360
Intraoperative Medications (Administered Mixtures),PHYTONADIONE,10,10361
Intraoperative Medications (Administered Mixtures),PINDOLOL,10,10362
Intraoperative Medications (Administered Mixtures),PIPECURONIUM,10,10363
Intraoperative Medications (Administered Mixtures),PIPERACILLIN,10,10364
Intraoperative Medications (Administered Mixtures),PIPERACILLIN/TAZOBACTAM,10,10365
Intraoperative Medications (Administered Mixtures),PIRBUTEROL ACETATE,10,10366
Intraoperative Medications (Administered Mixtures),POTASSIUM CHLORIDE,10,10367
Intraoperative Medications (Administered Mixtures),POTASSIUM PHOSPHATE,10,10368
Intraoperative Medications (Administered Mixtures),PRAMIPEXOLE,10,10369
Intraoperative Medications (Administered Mixtures),PREDNISONE,10,10370
Intraoperative Medications (Administered Mixtures),PROCAINAMIDE,10,10371
Intraoperative Medications (Administered Mixtures),PROCAINE 10%,10,10372
Intraoperative Medications (Administered Mixtures),PROCHLORPERAZINE,10,10373
Intraoperative Medications (Administered Mixtures),PROMETHAZINE,10,10374
Intraoperative Medications (Administered Mixtures),PROPAFENONE,10,10375
Intraoperative Medications (Administered Mixtures),PROPARACAINE 0.5%,10,10376
Intraoperative Medications (Administered Mixtures),PROPOFOL,10,10377
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ REMIFENTANIL 10 MG/ML + 5 MCG/ML,10,10378
Intraoperative Medications (Administered Mixtures),PROPRANOLOL,10,10379
Intraoperative Medications (Administered Mixtures),PROSTAGLANDIN E,10,10380
Intraoperative Medications (Administered Mixtures),PROTAMINE,10,10381
Intraoperative Medications (Administered Mixtures),PSEUDOEPHEDRINE,10,10382
Intraoperative Medications (Administered Mixtures),PYRIDOSTIGMINE,10,10383
Intraoperative Medications (Administered Mixtures),QUETIAPINE,10,10384
Intraoperative Medications (Administered Mixtures),RACEMIC EPINEPHRINE 2.25%,10,10385
Intraoperative Medications (Administered Mixtures),RAMIPRIL,10,10386
Intraoperative Medications (Administered Mixtures),RANITIDINE,10,10387
Intraoperative Medications (Administered Mixtures),RAPICURONIUM,10,10388
Intraoperative Medications (Administered Mixtures),RECOMBINATE FACTOR VIII HUMAN,10,10389
Intraoperative Medications (Administered Mixtures),REMIFENTANIL,10,10390
Intraoperative Medications (Administered Mixtures),RETEPLASE,10,10391
Intraoperative Medications (Administered Mixtures),RIFAMPIN,10,10392
Intraoperative Medications (Administered Mixtures),ROCURONIUM,10,10393
Intraoperative Medications (Administered Mixtures),ROPINIROLE,10,10394
Intraoperative Medications (Administered Mixtures),ROPIVACAINE 0.2%,10,10395
Intraoperative Medications (Administered Mixtures),ROPIVACAINE 0.5%,10,10396
Intraoperative Medications (Administered Mixtures),ROPIVACAINE 0.75%,10,10397
Intraoperative Medications (Administered Mixtures),ROPIVACAINE 1%,10,10398
Intraoperative Medications (Administered Mixtures),SCOPOLAMINE,10,10399
Intraoperative Medications (Administered Mixtures),SCOPOLAMINE PATCH,10,10400
Intraoperative Medications (Administered Mixtures),SILVER NITRATE,10,10401
Intraoperative Medications (Administered Mixtures),SILVER SULFADIAZINE 1%,10,10402
Intraoperative Medications (Administered Mixtures),SIMETHICONE,10,10403
Intraoperative Medications (Administered Mixtures),SODIUM BICARBONATE,10,10404
Intraoperative Medications (Administered Mixtures),SODIUM HYALURONATE OPHTHALMIC 10 mg/ml,10,10407
Intraoperative Medications (Administered Mixtures),SODIUM POLYSTYRENE SULFONATE,10,10409
Intraoperative Medications (Administered Mixtures),SODIUM TETRADECYL SULFATE 3%,10,10410
Intraoperative Medications (Administered Mixtures),SODIUM THIOSULFATE 10%,10,10411
Intraoperative Medications (Administered Mixtures),SOTALOL,10,10412
Intraoperative Medications (Administered Mixtures),SUCCINYLCHOLINE,10,10413
Intraoperative Medications (Administered Mixtures),SUFENTANIL,10,10414
Intraoperative Medications (Administered Mixtures),SULFAMETHOSAZOLE/TRIMETHOPRIM,10,10415
Intraoperative Medications (Administered Mixtures),SUMATRIPTAN,10,10416
Intraoperative Medications (Administered Mixtures),TACROLIMUS,10,10417
Intraoperative Medications (Administered Mixtures),TAMSULOSIN,10,10418
Intraoperative Medications (Administered Mixtures),TERBUTALINE,10,10419
Intraoperative Medications (Administered Mixtures),TETRACAINE 0.30%,10,10420
Intraoperative Medications (Administered Mixtures),TETRACAINE 1%,10,10421
Intraoperative Medications (Administered Mixtures),TETRACAINE 2%,10,10422
Intraoperative Medications (Administered Mixtures),TETRACAINE 4%,10,10423
Intraoperative Medications (Administered Mixtures),TETRACAINE OPHTHALMIC 0.5%,10,10424
Intraoperative Medications (Administered Mixtures),TROMETHAMINE 3.6%,10,10425
Intraoperative Medications (Administered Mixtures),THIAMINE,10,10426
Intraoperative Medications (Administered Mixtures),THIOPENTAL,10,10427
Intraoperative Medications (Administered Mixtures),TICARCILLIN,10,10428
Intraoperative Medications (Administered Mixtures),TICARCILLIN-CLAVULANATE,10,10429
Intraoperative Medications (Administered Mixtures),TIGECYCLINE,10,10430
Intraoperative Medications (Administered Mixtures),TIMOLOL,10,10431
Intraoperative Medications (Administered Mixtures),TIZANIDINE,10,10432
Intraoperative Medications (Administered Mixtures),TOBRAMYCIN,10,10433
Intraoperative Medications (Administered Mixtures),TOBRAMYCIN/DEXAMETHASONE 0.1%,10,10434
Intraoperative Medications (Administered Mixtures),TOLTERODINE,10,10435
Intraoperative Medications (Administered Mixtures),TRANEXAMIC ACID,10,10436
Intraoperative Medications (Administered Mixtures),TRIAMCINOLONE 0.10%,10,10437
Intraoperative Medications (Administered Mixtures),TROPICAMIDE 1%,10,10438
Intraoperative Medications (Administered Mixtures),TUBOCURARINE,10,10440
Intraoperative Medications (Administered Mixtures),UROKINASE,10,10441
Intraoperative Medications (Administered Mixtures),VALACYCLOVIR,10,10442
Intraoperative Medications (Administered Mixtures),VALSARTAN,10,10443
Intraoperative Medications (Administered Mixtures),VANCOMYCIN,10,10444
Intraoperative Medications (Administered Mixtures),VASOPRESSIN,10,10445
Intraoperative Medications (Administered Mixtures),VECURONIUM,10,10446
Intraoperative Medications (Administered Mixtures),VENLAFAXINE,10,10447
Intraoperative Medications (Administered Mixtures),VERAPAMIL,10,10448
Intraoperative Medications (Administered Mixtures),VITAMIN E,10,10449
Intraoperative Medications (Administered Mixtures),VORICONAZOLE,10,10450
Intraoperative Medications (Administered Mixtures),WARFARIN,10,10451
Intraoperative Medications (Administered Mixtures),DEXTRAN 70,10,10452
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ KETAMINE 10 MG/ML + 1 MG/ML,10,10453
Intraoperative Medications (Administered Mixtures),TOTAL PARENTERAL NUTRITION,10,10471
Intraoperative Medications (Administered Mixtures),PERIPHERAL PARENTERAL NUTRITION,10,10472
Intraoperative Medications (Administered Mixtures),EPOPROSTENOL,10,10473
Intraoperative Medications (Administered Mixtures),SODIUM CITRATE,10,10474
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ HYDROMORPHONE 0.125% / 5 MCG/ML,10,10475
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ HYDROMORPHONE 0.125% / 10 MCG/ML,10,10476
Intraoperative Medications (Administered Mixtures),LIDOCAINE,10,10477
Intraoperative Medications (Administered Mixtures),LIDOCAINE W/ HYDROMORPHONE 2% / 10 MCG / ML,10,10478
Intraoperative Medications (Administered Mixtures),"LIDOCAINE W/ FENTANYL W/ EPINEPHRINE W/ BICARBONATE 2% / 5 MCG/ML / 1:200,000",10,10479
Intraoperative Medications (Administered Mixtures),PROPOXYPHENE W/ ACETAMINOPHEN  100 MG / 650 MG,10,10480
Intraoperative Medications (Administered Mixtures),OXYCODONE / ACETAMINOPHEN 5 MG / 325 MG,10,10481
Intraoperative Medications (Administered Mixtures),HYDROCODONE / ACETAMINOPHEN 5 MG / 325 MG,10,10482
Intraoperative Medications (Administered Mixtures),HYDROCODONE / ACETAMINOPHEN 7.5 MG / 500 MG,10,10483
Intraoperative Medications (Administered Mixtures),CODEINE / ACETAMINOPHEN 12 MG / 120 MG,10,10484
Intraoperative Medications (Administered Mixtures),CODEINE / ACETAMINOPHEN 30 MG / 300 MG,10,10485
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.5% / 3 MCG/ML,10,10486
Intraoperative Medications (Administered Mixtures),BUPIVACAINE / LIDOCAINE 0.25% / 1%,10,10487
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.5% / 10 MCG/ML,10,10488
Intraoperative Medications (Administered Mixtures),OTHER - INTRAVENOUS MEDICATION,10,10512
Intraoperative Medications (Administered Mixtures),OTHER - EPIDURAL MEDICATION,10,10513
Intraoperative Medications (Administered Mixtures),OTHER - INTRATHECAL MEDICATION,10,10514
Intraoperative Medications (Administered Mixtures),OTHER - ORAL MEDICATION,10,10515
Intraoperative Medications (Administered Mixtures),OTHER - LOCAL INFILTRATION MEDICATION,10,10516
Intraoperative Medications (Administered Mixtures),ALEMTUZUMAB,10,10517
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ HYDROMORPHONE 0.5% / 10 MCG/ML,10,10518
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.05% / 3 MCG/ML,10,10519
Intraoperative Medications (Administered Mixtures),ANTITHYMOCYTE GLOBULIN (THYMOGLOBULIN),10,10521
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ MORPHINE 0.75% W/0.2 MG,10,10522
Intraoperative Medications (Administered Mixtures),VALPROATE SODIUM,10,10523
Intraoperative Medications (Administered Mixtures),ETIDOCAINE 1%,10,10524
Intraoperative Medications (Administered Mixtures),"ETIDOCAINE 1.5% W/1:200,000 EPINEPHRINE",10,10525
Intraoperative Medications (Administered Mixtures),"ETIDOCAINE 1% W/1:200,000 EPINEPHRINE",10,10526
Intraoperative Medications (Administered Mixtures),CHLORAMPHENICOL,10,10527
Intraoperative Medications (Administered Mixtures),"LIDOCAINE 1.5% W/1:200,000 EPINEPHRINE",10,10528
Intraoperative Medications (Administered Mixtures),ETHACRYNIC ACID,10,10529
Intraoperative Medications (Administered Mixtures),PARENTERAL NUTRITION (TOTAL OR PERIPHERAL),10,10530
Intraoperative Medications (Administered Mixtures),NESIRITIDE,10,10531
Intraoperative Medications (Administered Mixtures),RITUXIMAB,10,10532
Intraoperative Medications (Administered Mixtures),ANTITHROMBIN III,10,10533
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.0625% / 2 MCG/ML,10,10534
Intraoperative Medications (Administered Mixtures),ROPIVICAINE 0.25%,10,10535
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.0625%/ 10 MCG/ML,10,10536
Intraoperative Medications (Administered Mixtures),L-BUPIVICAINE 0.0625%,10,10537
Intraoperative Medications (Administered Mixtures),PENTOBARBITAL,10,10538
Intraoperative Medications (Administered Mixtures),"EPINEPHRINE 1:400,000",10,10540
Intraoperative Medications (Administered Mixtures),"EPINEPHRINE 1:200,000",10,10541
Intraoperative Medications (Administered Mixtures),LIPID EMULSION - UNSPECIFIED %,10,10542
Intraoperative Medications (Administered Mixtures),CHLOROXYLENOL 0.25%,10,10543
Intraoperative Medications (Administered Mixtures),NITRIC OXIDE,10,10547
Intraoperative Medications (Administered Mixtures),DEXTRAN 1,10,10552
Intraoperative Medications (Administered Mixtures),ERYTHROMYCIN,10,10553
Intraoperative Medications (Administered Mixtures),BUPIVACAINE W/ FENTANYL 0.1% / 2 MCG/ML ,10,10554
Intraoperative Medications (Administered Mixtures),BIVALIRUDIN,10,10555
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.1%,10,10560
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.15%,10,10561
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.175%,10,10562
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.2%,10,10563
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.05%,10,10564
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.08%,10,10565
Intraoperative Medications (Administered Mixtures),CASPOFUNGIN,10,10566
Intraoperative Medications (Administered Mixtures),COLISTIMETHATE,10,10567
Intraoperative Medications (Administered Mixtures),ITRACONAZOLE,10,10568
Intraoperative Medications (Administered Mixtures),"LIDOCAINE 0.25% W/1:200,000 EPINEPHRINE",10,10569
Intraoperative Medications (Administered Mixtures),PREGABALIN,10,10570
Intraoperative Medications (Administered Mixtures),MOXIFLOXACIN,10,10571
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ KETAMINE 10MG/ML + UNSPECIFIED KETAMINE ,10,10572
Intraoperative Medications (Administered Mixtures),ROPIVACAINE 0.1%,10,10573
Intraoperative Medications (Administered Mixtures),ROPIVACAINE 0.15%,10,10574
Intraoperative Medications (Administered Mixtures),OTHER - UNSPECIFIED ROUTE MEDICATION,10,10575
Intraoperative Medications (Administered Mixtures),RESERVED FOR FUTURE USE (PREVIOUSLY NITRIC OXIDE),10,10576
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ KETAMINE 10 MG/ML + 0.5 MG/ML,10,10577
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ KETAMINE 10 MG/ML + 1.5 MG/ML,10,10578
Intraoperative Medications (Administered Mixtures),PROPOFOL W/ KETAMINE 10 MG/ML + 2 MG/ML,10,10579
Intraoperative Medications (Administered Mixtures),TIROFIBAN,10,10580
Intraoperative Medications (Administered Mixtures),BUPIVACAINE 0.375%,10,10581
Intraoperative Medications (Administered Mixtures),BENZONATATE,10,10582
